job_n,default_n,poutcome_n,duration,campaign,euribor3m,y_n
11.0,0.0,0.0,85.0,3.0,4.968,0
1.0,0.0,0.0,286.0,1.0,4.962,0
11.0,1.0,0.0,106.0,4.0,1.344,0
3.0,0.0,0.0,172.0,3.0,4.12,0
3.0,0.0,0.0,605.0,1.0,4.961,0
10.0,0.0,0.0,300.0,1.0,4.961,0
3.0,0.0,0.0,355.0,2.0,4.857,0
1.0,1.0,0.0,717.0,2.0,4.963,0
2.0,0.0,0.0,234.0,1.0,0.753,1
4.0,0.0,0.0,292.0,1.0,4.857,0
4.0,0.0,0.0,143.0,3.0,4.12,0
1.0,0.0,0.0,503.0,1.0,4.963,0
6.0,0.0,0.0,83.0,4.0,4.021,0
1.0,0.0,0.0,22.0,2.0,4.857,0
3.0,0.0,0.0,156.0,1.0,4.865,0
2.0,0.0,0.0,112.0,2.0,1.27,0
3.0,0.0,0.0,102.0,1.0,4.947,0
3.0,1.0,0.0,273.0,4.0,1.327,0
2.0,1.0,0.0,35.0,3.0,4.962,0
1.0,0.0,1.0,297.0,1.0,1.262,0
8.0,0.0,0.0,506.0,2.0,0.914,0
5.0,0.0,0.0,531.0,1.0,1.405,0
2.0,0.0,2.0,495.0,1.0,0.788,1
2.0,0.0,0.0,136.0,3.0,4.86,0
4.0,0.0,0.0,209.0,1.0,4.962,0
0.0,1.0,0.0,458.0,2.0,4.963,0
2.0,0.0,0.0,315.0,1.0,4.856,0
1.0,1.0,0.0,119.0,2.0,4.964,0
8.0,1.0,0.0,311.0,1.0,4.97,0
4.0,0.0,1.0,285.0,1.0,1.313,0
8.0,0.0,0.0,80.0,11.0,4.965,0
3.0,1.0,0.0,206.0,2.0,4.957,0
4.0,1.0,1.0,44.0,1.0,4.153,0
1.0,1.0,0.0,117.0,2.0,4.962,0
8.0,0.0,0.0,42.0,4.0,4.965,0
2.0,0.0,0.0,90.0,8.0,4.857,0
4.0,0.0,0.0,206.0,2.0,4.959,0
4.0,0.0,1.0,167.0,1.0,1.334,0
3.0,1.0,0.0,26.0,11.0,4.959,0
4.0,0.0,0.0,34.0,1.0,1.344,0
3.0,1.0,0.0,110.0,1.0,4.962,0
3.0,1.0,0.0,651.0,1.0,4.967,0
8.0,1.0,0.0,902.0,2.0,1.445,0
3.0,0.0,0.0,519.0,1.0,4.857,0
4.0,0.0,0.0,305.0,2.0,4.855,0
11.0,0.0,2.0,183.0,1.0,0.663,1
2.0,0.0,0.0,211.0,17.0,4.959,0
3.0,0.0,0.0,221.0,2.0,1.281,0
2.0,0.0,0.0,67.0,3.0,4.965,0
4.0,0.0,0.0,160.0,1.0,1.365,0
3.0,0.0,0.0,73.0,1.0,4.858,0
3.0,0.0,0.0,523.0,5.0,4.86,0
0.0,1.0,0.0,125.0,12.0,4.857,0
6.0,0.0,0.0,63.0,1.0,4.12,0
4.0,0.0,0.0,111.0,1.0,4.965,0
0.0,0.0,0.0,485.0,1.0,4.856,0
3.0,0.0,0.0,230.0,1.0,4.859,0
5.0,0.0,2.0,178.0,1.0,0.835,1
1.0,1.0,0.0,806.0,1.0,4.856,0
3.0,0.0,1.0,257.0,2.0,1.41,0
2.0,1.0,0.0,179.0,2.0,4.965,0
6.0,0.0,1.0,140.0,1.0,4.12,0
3.0,0.0,0.0,295.0,1.0,4.962,0
6.0,1.0,0.0,200.0,1.0,4.96,0
2.0,1.0,0.0,187.0,1.0,4.963,0
2.0,0.0,1.0,81.0,3.0,1.299,0
8.0,0.0,0.0,744.0,1.0,1.25,1
1.0,0.0,0.0,1153.0,4.0,4.958,1
1.0,0.0,0.0,133.0,1.0,4.12,0
4.0,0.0,0.0,121.0,2.0,1.327,0
4.0,0.0,0.0,127.0,1.0,4.856,0
3.0,0.0,0.0,91.0,4.0,4.96,0
1.0,0.0,0.0,380.0,4.0,4.859,0
3.0,1.0,0.0,825.0,1.0,4.864,0
0.0,1.0,0.0,40.0,1.0,4.959,0
8.0,1.0,0.0,178.0,4.0,4.962,0
3.0,1.0,0.0,266.0,2.0,1.405,0
4.0,0.0,0.0,113.0,2.0,4.856,0
4.0,1.0,0.0,58.0,2.0,4.855,0
4.0,0.0,0.0,30.0,10.0,1.281,0
3.0,0.0,0.0,786.0,1.0,4.961,0
4.0,0.0,1.0,224.0,2.0,1.313,0
4.0,0.0,1.0,217.0,1.0,1.264,0
3.0,0.0,0.0,685.0,5.0,4.865,0
6.0,0.0,0.0,139.0,2.0,4.855,0
3.0,0.0,0.0,98.0,4.0,4.857,0
1.0,0.0,0.0,680.0,2.0,4.857,0
4.0,0.0,0.0,18.0,4.0,4.021,0
1.0,0.0,0.0,158.0,2.0,4.967,0
1.0,0.0,0.0,554.0,1.0,4.962,0
6.0,0.0,0.0,231.0,2.0,4.191,0
3.0,0.0,0.0,925.0,1.0,1.266,0
1.0,0.0,0.0,368.0,4.0,4.961,0
4.0,0.0,0.0,124.0,3.0,4.968,0
1.0,1.0,0.0,90.0,1.0,4.191,0
9.0,1.0,0.0,165.0,2.0,4.963,0
2.0,0.0,0.0,429.0,1.0,4.963,0
4.0,0.0,0.0,269.0,1.0,4.855,0
5.0,0.0,0.0,178.0,1.0,0.715,1
1.0,1.0,0.0,501.0,2.0,4.858,0
3.0,0.0,0.0,169.0,2.0,1.344,0
4.0,0.0,0.0,157.0,5.0,0.879,0
5.0,1.0,0.0,97.0,2.0,4.963,0
8.0,1.0,0.0,291.0,2.0,4.857,0
9.0,1.0,0.0,141.0,1.0,4.959,0
2.0,0.0,0.0,325.0,1.0,1.244,0
3.0,0.0,0.0,342.0,1.0,4.962,0
3.0,0.0,0.0,54.0,1.0,1.299,0
2.0,0.0,0.0,146.0,2.0,1.262,0
3.0,0.0,0.0,73.0,1.0,4.076,0
4.0,1.0,0.0,95.0,3.0,4.965,0
4.0,0.0,0.0,246.0,1.0,1.291,0
5.0,0.0,1.0,218.0,1.0,1.008,0
0.0,1.0,0.0,345.0,4.0,4.96,0
0.0,0.0,0.0,134.0,10.0,4.959,0
4.0,0.0,0.0,207.0,1.0,1.405,0
3.0,0.0,0.0,171.0,4.0,4.859,0
5.0,0.0,0.0,139.0,1.0,0.741,0
2.0,0.0,0.0,411.0,4.0,0.714,1
3.0,0.0,0.0,200.0,1.0,1.334,0
2.0,0.0,0.0,59.0,1.0,1.327,0
11.0,0.0,0.0,133.0,1.0,1.334,0
3.0,1.0,0.0,95.0,2.0,1.423,0
1.0,0.0,0.0,221.0,1.0,4.962,0
2.0,0.0,0.0,254.0,1.0,1.405,0
7.0,1.0,0.0,66.0,1.0,4.856,0
2.0,0.0,0.0,295.0,1.0,4.962,0
2.0,1.0,0.0,218.0,3.0,4.957,0
3.0,0.0,0.0,53.0,1.0,4.858,0
11.0,0.0,1.0,556.0,1.0,0.685,1
2.0,0.0,0.0,58.0,2.0,4.966,0
3.0,0.0,0.0,113.0,2.0,1.266,0
6.0,0.0,0.0,76.0,1.0,4.961,0
1.0,1.0,0.0,216.0,4.0,4.021,0
2.0,0.0,0.0,270.0,1.0,4.965,0
3.0,1.0,0.0,113.0,3.0,4.856,0
4.0,1.0,0.0,204.0,1.0,4.857,0
2.0,0.0,0.0,145.0,8.0,4.963,0
5.0,0.0,0.0,302.0,1.0,4.857,0
3.0,0.0,0.0,345.0,1.0,4.857,0
2.0,0.0,0.0,274.0,2.0,4.076,0
3.0,0.0,1.0,247.0,1.0,1.327,0
2.0,0.0,0.0,172.0,1.0,4.961,0
1.0,0.0,0.0,185.0,10.0,4.963,0
4.0,0.0,0.0,195.0,1.0,1.726,1
2.0,0.0,0.0,258.0,3.0,4.966,0
0.0,0.0,0.0,357.0,2.0,4.97,0
6.0,0.0,0.0,139.0,2.0,4.153,0
8.0,0.0,0.0,75.0,4.0,4.963,0
4.0,0.0,0.0,123.0,1.0,4.958,0
6.0,0.0,0.0,121.0,1.0,1.291,0
1.0,0.0,1.0,179.0,1.0,0.79,1
3.0,0.0,0.0,15.0,12.0,4.965,0
6.0,0.0,0.0,93.0,4.0,4.963,0
3.0,0.0,0.0,68.0,6.0,4.864,0
4.0,0.0,0.0,147.0,2.0,4.962,0
3.0,0.0,0.0,292.0,1.0,4.864,0
10.0,0.0,0.0,34.0,9.0,4.858,0
4.0,0.0,0.0,201.0,1.0,1.406,0
3.0,0.0,1.0,1397.0,3.0,0.642,1
5.0,1.0,0.0,13.0,3.0,4.959,0
4.0,0.0,0.0,218.0,1.0,1.445,0
6.0,0.0,0.0,204.0,1.0,4.962,0
8.0,0.0,0.0,266.0,2.0,4.968,0
1.0,0.0,0.0,265.0,1.0,1.453,0
3.0,0.0,0.0,110.0,7.0,4.96,0
2.0,0.0,0.0,329.0,2.0,4.962,0
2.0,1.0,0.0,147.0,14.0,4.857,0
2.0,0.0,1.0,110.0,1.0,1.244,0
8.0,0.0,0.0,106.0,7.0,4.964,0
1.0,0.0,0.0,394.0,10.0,1.25,0
3.0,1.0,0.0,294.0,2.0,1.405,0
1.0,0.0,0.0,836.0,1.0,4.968,1
4.0,0.0,0.0,122.0,1.0,4.968,0
2.0,0.0,1.0,139.0,2.0,1.016,0
2.0,0.0,0.0,95.0,1.0,1.26,0
3.0,0.0,0.0,135.0,2.0,4.962,0
4.0,0.0,0.0,206.0,3.0,4.857,0
4.0,0.0,0.0,142.0,1.0,4.963,0
5.0,1.0,0.0,576.0,1.0,4.855,0
2.0,0.0,0.0,118.0,2.0,4.864,0
1.0,0.0,0.0,350.0,2.0,4.963,0
3.0,0.0,0.0,159.0,1.0,4.963,0
7.0,0.0,0.0,536.0,1.0,4.857,0
3.0,0.0,1.0,127.0,2.0,1.299,0
11.0,0.0,2.0,104.0,1.0,0.668,0
10.0,1.0,0.0,973.0,3.0,4.96,1
3.0,0.0,0.0,200.0,1.0,4.964,0
2.0,0.0,0.0,82.0,7.0,4.963,0
0.0,0.0,0.0,13.0,1.0,4.858,0
3.0,0.0,0.0,164.0,1.0,4.97,0
2.0,0.0,0.0,459.0,1.0,4.96,0
3.0,0.0,0.0,171.0,2.0,4.968,0
4.0,0.0,1.0,199.0,1.0,1.259,1
3.0,1.0,0.0,389.0,2.0,4.856,0
2.0,0.0,0.0,114.0,2.0,4.858,0
3.0,0.0,0.0,213.0,1.0,4.961,0
2.0,0.0,1.0,517.0,2.0,4.12,0
3.0,0.0,0.0,105.0,3.0,4.962,0
3.0,0.0,0.0,114.0,4.0,4.857,0
3.0,0.0,1.0,51.0,1.0,4.12,0
2.0,0.0,0.0,702.0,1.0,4.963,0
2.0,0.0,0.0,71.0,2.0,4.962,0
2.0,0.0,0.0,139.0,1.0,4.966,0
3.0,0.0,0.0,85.0,2.0,4.962,0
1.0,0.0,0.0,75.0,5.0,1.291,0
7.0,0.0,0.0,125.0,1.0,4.076,0
3.0,1.0,0.0,306.0,5.0,4.857,0
4.0,0.0,0.0,304.0,4.0,4.965,0
3.0,0.0,1.0,65.0,1.0,0.728,0
4.0,0.0,0.0,160.0,1.0,4.964,0
11.0,0.0,2.0,505.0,1.0,0.884,1
5.0,0.0,2.0,190.0,1.0,0.985,1
1.0,1.0,0.0,8.0,3.0,4.021,0
4.0,0.0,0.0,241.0,1.0,4.959,0
5.0,0.0,0.0,772.0,1.0,4.961,0
4.0,1.0,0.0,939.0,6.0,4.866,0
3.0,1.0,0.0,354.0,1.0,4.865,0
6.0,0.0,0.0,324.0,1.0,4.864,0
6.0,1.0,0.0,1041.0,2.0,4.963,1
4.0,1.0,0.0,162.0,1.0,4.968,0
9.0,0.0,2.0,217.0,2.0,1.26,0
10.0,0.0,0.0,279.0,1.0,4.076,0
11.0,0.0,0.0,59.0,2.0,1.244,0
3.0,1.0,0.0,201.0,1.0,4.864,0
6.0,0.0,0.0,160.0,3.0,4.856,0
4.0,0.0,0.0,250.0,1.0,1.445,0
2.0,0.0,0.0,57.0,4.0,4.965,0
3.0,0.0,0.0,129.0,1.0,1.423,0
8.0,1.0,0.0,108.0,2.0,4.866,0
2.0,0.0,0.0,9.0,1.0,0.88,0
2.0,0.0,0.0,65.0,1.0,4.856,0
2.0,0.0,0.0,104.0,6.0,1.483,0
6.0,0.0,0.0,88.0,9.0,4.962,0
6.0,0.0,0.0,351.0,3.0,0.885,1
9.0,1.0,0.0,125.0,1.0,4.961,0
2.0,0.0,0.0,135.0,1.0,1.266,0
2.0,0.0,0.0,541.0,2.0,4.857,0
2.0,0.0,0.0,72.0,4.0,4.021,0
6.0,1.0,1.0,86.0,2.0,1.266,0
8.0,0.0,0.0,195.0,2.0,4.86,0
3.0,1.0,0.0,405.0,2.0,1.405,0
5.0,1.0,0.0,1012.0,1.0,4.961,1
6.0,0.0,0.0,314.0,2.0,4.961,0
2.0,0.0,0.0,201.0,1.0,1.344,0
4.0,0.0,0.0,63.0,2.0,4.966,0
4.0,0.0,0.0,408.0,2.0,0.722,0
4.0,0.0,0.0,481.0,1.0,4.963,0
8.0,0.0,0.0,299.0,3.0,4.962,0
2.0,0.0,0.0,287.0,2.0,4.957,0
11.0,0.0,2.0,123.0,1.0,0.714,1
6.0,0.0,0.0,140.0,1.0,4.076,0
0.0,1.0,0.0,111.0,1.0,4.967,0
2.0,0.0,0.0,210.0,1.0,4.965,0
1.0,1.0,0.0,67.0,12.0,4.866,0
1.0,0.0,0.0,267.0,1.0,4.865,0
6.0,0.0,0.0,208.0,4.0,4.864,0
1.0,0.0,0.0,11.0,8.0,1.281,0
2.0,1.0,0.0,280.0,1.0,4.856,0
4.0,0.0,1.0,66.0,1.0,0.739,0
3.0,0.0,0.0,150.0,7.0,1.291,0
2.0,0.0,0.0,129.0,3.0,4.864,0
2.0,0.0,1.0,804.0,2.0,1.41,0
8.0,0.0,0.0,229.0,1.0,4.963,0
3.0,0.0,0.0,228.0,1.0,4.963,0
3.0,1.0,0.0,728.0,2.0,1.327,0
2.0,0.0,0.0,185.0,3.0,1.466,0
2.0,0.0,0.0,165.0,1.0,1.266,0
3.0,0.0,0.0,151.0,1.0,0.835,0
4.0,0.0,1.0,69.0,2.0,0.821,0
10.0,0.0,0.0,377.0,1.0,1.266,1
3.0,0.0,0.0,732.0,2.0,4.855,0
2.0,1.0,0.0,332.0,1.0,4.962,0
4.0,1.0,0.0,140.0,4.0,4.963,0
3.0,0.0,0.0,214.0,8.0,4.961,0
3.0,1.0,0.0,659.0,1.0,1.281,1
2.0,0.0,0.0,9.0,5.0,4.021,0
2.0,0.0,0.0,71.0,2.0,1.365,0
4.0,0.0,0.0,479.0,4.0,4.961,0
2.0,0.0,0.0,16.0,17.0,4.962,0
6.0,0.0,0.0,636.0,12.0,4.962,0
2.0,0.0,0.0,164.0,1.0,1.25,0
2.0,0.0,0.0,49.0,1.0,4.859,0
3.0,1.0,0.0,104.0,1.0,4.963,0
6.0,0.0,0.0,113.0,4.0,4.965,0
2.0,0.0,0.0,199.0,2.0,4.963,0
4.0,0.0,0.0,122.0,2.0,4.962,0
2.0,0.0,0.0,70.0,1.0,4.021,0
4.0,0.0,0.0,76.0,1.0,4.963,0
4.0,0.0,1.0,16.0,6.0,1.266,0
5.0,1.0,0.0,80.0,3.0,4.964,0
3.0,0.0,0.0,36.0,1.0,4.955,0
1.0,0.0,0.0,208.0,1.0,4.855,0
4.0,0.0,1.0,157.0,1.0,1.453,0
2.0,1.0,0.0,109.0,1.0,4.856,0
1.0,1.0,0.0,57.0,2.0,4.962,0
3.0,0.0,0.0,159.0,1.0,4.86,0
3.0,1.0,0.0,1276.0,2.0,4.967,1
4.0,1.0,0.0,64.0,4.0,4.963,0
3.0,0.0,0.0,280.0,1.0,4.96,0
3.0,0.0,0.0,165.0,1.0,4.962,0
6.0,0.0,0.0,409.0,2.0,4.865,0
7.0,0.0,2.0,192.0,1.0,4.12,0
2.0,0.0,0.0,74.0,1.0,4.021,0
3.0,1.0,0.0,1153.0,3.0,4.962,1
11.0,0.0,2.0,608.0,3.0,0.885,1
3.0,1.0,0.0,10.0,5.0,1.25,0
3.0,1.0,0.0,70.0,2.0,4.962,0
2.0,0.0,0.0,216.0,1.0,4.859,0
1.0,0.0,1.0,96.0,2.0,1.334,0
1.0,1.0,0.0,115.0,2.0,4.855,0
3.0,1.0,0.0,153.0,1.0,4.857,0
3.0,0.0,0.0,213.0,4.0,4.855,0
4.0,0.0,0.0,85.0,3.0,4.964,0
3.0,0.0,0.0,322.0,1.0,4.855,0
2.0,0.0,0.0,341.0,2.0,4.076,0
2.0,0.0,0.0,73.0,2.0,1.244,0
3.0,0.0,0.0,86.0,2.0,4.959,0
3.0,0.0,0.0,269.0,3.0,4.857,0
1.0,0.0,0.0,132.0,1.0,4.964,0
4.0,0.0,0.0,75.0,1.0,4.962,0
2.0,0.0,0.0,99.0,1.0,1.262,0
2.0,0.0,0.0,72.0,1.0,4.858,0
3.0,1.0,0.0,425.0,2.0,4.076,0
3.0,1.0,0.0,445.0,4.0,4.96,0
4.0,0.0,0.0,131.0,2.0,4.961,0
3.0,0.0,1.0,24.0,6.0,1.266,0
4.0,0.0,2.0,479.0,1.0,1.266,1
2.0,0.0,0.0,100.0,1.0,4.963,0
3.0,0.0,0.0,208.0,1.0,4.962,0
6.0,0.0,0.0,804.0,2.0,4.958,0
1.0,0.0,0.0,734.0,2.0,1.281,1
1.0,1.0,0.0,679.0,2.0,4.857,1
11.0,0.0,2.0,361.0,3.0,0.846,1
6.0,0.0,0.0,141.0,3.0,4.153,0
3.0,0.0,0.0,722.0,2.0,0.715,0
4.0,0.0,0.0,561.0,2.0,0.846,0
8.0,1.0,0.0,77.0,4.0,4.859,0
6.0,0.0,0.0,299.0,1.0,4.12,0
4.0,0.0,0.0,503.0,2.0,4.857,0
3.0,0.0,0.0,54.0,1.0,4.12,0
3.0,0.0,0.0,834.0,3.0,4.076,0
4.0,0.0,1.0,377.0,1.0,1.291,0
5.0,0.0,0.0,117.0,1.0,1.41,0
4.0,1.0,0.0,168.0,1.0,4.966,0
3.0,1.0,0.0,116.0,1.0,4.96,0
6.0,0.0,0.0,123.0,3.0,4.965,0
6.0,0.0,2.0,267.0,2.0,0.682,0
4.0,0.0,0.0,417.0,5.0,4.962,0
3.0,0.0,2.0,370.0,2.0,1.327,0
4.0,0.0,0.0,231.0,1.0,0.879,1
1.0,0.0,0.0,41.0,2.0,1.26,0
3.0,0.0,0.0,112.0,2.0,4.962,0
2.0,0.0,1.0,459.0,1.0,1.266,0
5.0,0.0,2.0,155.0,2.0,0.883,1
11.0,0.0,0.0,131.0,1.0,0.882,0
0.0,1.0,0.0,85.0,2.0,4.858,0
1.0,0.0,0.0,198.0,3.0,4.857,0
7.0,0.0,0.0,41.0,5.0,4.864,0
0.0,0.0,0.0,193.0,11.0,4.859,0
8.0,0.0,0.0,491.0,2.0,4.153,0
2.0,0.0,0.0,123.0,1.0,4.963,0
9.0,0.0,0.0,54.0,4.0,4.864,0
2.0,0.0,0.0,211.0,1.0,4.864,0
4.0,0.0,0.0,580.0,3.0,4.966,1
0.0,0.0,0.0,130.0,6.0,4.964,0
4.0,0.0,0.0,15.0,9.0,1.244,0
4.0,0.0,0.0,652.0,2.0,4.97,1
2.0,1.0,1.0,177.0,2.0,1.262,0
7.0,0.0,0.0,229.0,1.0,1.252,0
3.0,0.0,1.0,49.0,2.0,0.741,0
3.0,1.0,0.0,293.0,5.0,4.963,0
1.0,1.0,0.0,144.0,1.0,4.856,0
8.0,0.0,0.0,151.0,5.0,4.857,0
2.0,0.0,1.0,315.0,2.0,1.291,0
10.0,0.0,0.0,93.0,1.0,4.191,0
3.0,0.0,0.0,333.0,1.0,4.97,0
6.0,0.0,0.0,258.0,2.0,4.965,0
2.0,0.0,1.0,149.0,1.0,1.281,0
3.0,1.0,0.0,20.0,5.0,1.299,0
3.0,0.0,0.0,197.0,1.0,1.299,0
3.0,1.0,0.0,68.0,1.0,4.865,0
4.0,0.0,0.0,42.0,3.0,1.299,0
1.0,0.0,0.0,104.0,3.0,1.25,0
2.0,0.0,0.0,53.0,3.0,4.86,0
3.0,1.0,0.0,226.0,6.0,4.966,0
6.0,1.0,0.0,135.0,2.0,4.86,0
2.0,0.0,0.0,101.0,1.0,4.076,0
7.0,0.0,0.0,808.0,3.0,4.076,0
2.0,0.0,0.0,187.0,1.0,4.963,0
4.0,0.0,0.0,215.0,4.0,4.857,0
4.0,1.0,0.0,206.0,1.0,4.964,0
3.0,0.0,0.0,111.0,5.0,4.858,0
4.0,0.0,1.0,222.0,1.0,1.041,0
10.0,0.0,0.0,285.0,2.0,1.299,0
4.0,0.0,0.0,428.0,3.0,1.266,0
8.0,1.0,0.0,420.0,1.0,4.967,0
4.0,0.0,1.0,136.0,1.0,0.722,1
3.0,1.0,0.0,134.0,2.0,4.021,0
3.0,0.0,0.0,217.0,2.0,4.856,0
3.0,0.0,0.0,146.0,2.0,1.313,0
4.0,1.0,0.0,189.0,5.0,4.963,0
4.0,0.0,0.0,603.0,11.0,4.961,0
2.0,0.0,0.0,66.0,2.0,4.856,0
2.0,0.0,0.0,291.0,1.0,4.961,0
9.0,0.0,1.0,242.0,1.0,0.716,0
3.0,0.0,0.0,44.0,13.0,4.961,0
3.0,1.0,0.0,90.0,3.0,4.968,0
1.0,1.0,0.0,117.0,6.0,4.076,0
2.0,0.0,0.0,429.0,2.0,1.291,0
3.0,0.0,0.0,173.0,2.0,1.281,0
4.0,0.0,0.0,167.0,1.0,4.966,0
2.0,0.0,0.0,69.0,1.0,1.344,0
2.0,0.0,0.0,123.0,3.0,1.405,0
9.0,1.0,0.0,1201.0,1.0,4.857,1
10.0,0.0,1.0,143.0,2.0,4.153,0
4.0,0.0,0.0,54.0,7.0,4.957,0
2.0,0.0,1.0,23.0,1.0,1.291,0
3.0,0.0,1.0,114.0,7.0,1.313,0
2.0,0.0,0.0,266.0,1.0,4.856,0
3.0,1.0,0.0,100.0,2.0,4.857,0
2.0,0.0,0.0,177.0,1.0,4.855,0
4.0,0.0,0.0,174.0,1.0,4.96,0
2.0,0.0,2.0,447.0,1.0,1.365,1
2.0,0.0,0.0,218.0,2.0,4.865,0
3.0,0.0,0.0,1042.0,2.0,1.435,1
2.0,0.0,0.0,73.0,2.0,4.961,0
1.0,0.0,0.0,394.0,2.0,4.858,0
0.0,0.0,0.0,61.0,2.0,4.963,0
3.0,0.0,0.0,827.0,2.0,1.244,1
3.0,0.0,1.0,86.0,2.0,4.153,0
3.0,0.0,0.0,645.0,2.0,4.86,0
4.0,1.0,0.0,665.0,4.0,4.961,0
3.0,1.0,0.0,86.0,2.0,4.866,0
2.0,0.0,0.0,112.0,1.0,4.966,0
4.0,0.0,1.0,221.0,2.0,0.877,1
3.0,0.0,0.0,334.0,3.0,1.26,0
11.0,0.0,0.0,270.0,3.0,1.048,1
2.0,0.0,0.0,150.0,1.0,4.191,0
11.0,0.0,0.0,287.0,2.0,4.855,0
3.0,0.0,0.0,181.0,1.0,1.334,0
3.0,0.0,1.0,84.0,1.0,1.453,1
3.0,1.0,0.0,147.0,1.0,4.962,0
1.0,0.0,0.0,121.0,2.0,4.957,0
2.0,0.0,0.0,105.0,2.0,4.856,0
2.0,0.0,0.0,616.0,1.0,4.857,0
4.0,0.0,1.0,110.0,1.0,1.365,0
2.0,0.0,1.0,262.0,1.0,0.654,0
2.0,0.0,0.0,151.0,1.0,1.26,0
6.0,0.0,0.0,315.0,1.0,4.866,0
5.0,0.0,0.0,49.0,3.0,0.883,0
2.0,0.0,0.0,700.0,1.0,4.962,1
3.0,1.0,0.0,25.0,1.0,4.12,0
2.0,0.0,0.0,115.0,1.0,1.215,0
1.0,1.0,0.0,231.0,1.0,4.857,0
3.0,0.0,0.0,193.0,1.0,1.41,0
1.0,0.0,0.0,392.0,3.0,4.963,0
3.0,1.0,0.0,333.0,2.0,4.857,0
6.0,0.0,0.0,245.0,1.0,1.291,0
1.0,0.0,2.0,863.0,4.0,1.291,1
0.0,0.0,0.0,110.0,2.0,4.856,0
4.0,0.0,0.0,151.0,2.0,4.859,0
11.0,0.0,2.0,161.0,2.0,0.879,1
3.0,0.0,0.0,8.0,13.0,4.959,0
4.0,1.0,0.0,322.0,2.0,4.958,0
3.0,0.0,1.0,340.0,3.0,1.266,0
3.0,0.0,0.0,131.0,1.0,4.855,0
1.0,1.0,0.0,210.0,1.0,4.857,0
2.0,0.0,0.0,319.0,2.0,1.334,0
3.0,0.0,0.0,658.0,1.0,4.961,1
1.0,0.0,0.0,111.0,1.0,4.963,0
4.0,0.0,0.0,76.0,1.0,4.021,0
11.0,0.0,2.0,385.0,1.0,0.809,1
10.0,0.0,0.0,234.0,2.0,4.858,0
1.0,1.0,0.0,455.0,1.0,4.96,0
4.0,0.0,2.0,73.0,2.0,0.873,0
3.0,0.0,0.0,152.0,10.0,4.959,0
3.0,0.0,0.0,231.0,1.0,4.857,0
4.0,0.0,0.0,560.0,1.0,4.963,1
5.0,0.0,0.0,507.0,1.0,4.857,0
4.0,0.0,0.0,227.0,1.0,1.726,1
3.0,1.0,0.0,407.0,4.0,4.961,0
4.0,0.0,0.0,171.0,1.0,4.963,0
3.0,0.0,0.0,392.0,1.0,4.857,0
4.0,0.0,0.0,133.0,2.0,1.25,0
3.0,0.0,0.0,39.0,1.0,4.857,0
1.0,0.0,0.0,375.0,2.0,4.958,0
4.0,0.0,0.0,70.0,6.0,4.86,0
3.0,0.0,0.0,390.0,1.0,1.266,1
3.0,0.0,0.0,107.0,2.0,1.27,0
4.0,0.0,0.0,69.0,4.0,4.858,0
10.0,0.0,0.0,284.0,2.0,4.856,0
2.0,0.0,0.0,58.0,1.0,4.963,0
3.0,0.0,0.0,133.0,12.0,4.963,0
5.0,0.0,1.0,79.0,1.0,0.821,0
3.0,0.0,0.0,171.0,4.0,4.965,0
4.0,0.0,0.0,347.0,1.0,4.963,0
4.0,0.0,0.0,568.0,8.0,4.962,0
1.0,1.0,0.0,269.0,1.0,4.962,0
3.0,0.0,0.0,108.0,1.0,4.962,0
2.0,0.0,0.0,270.0,10.0,4.962,0
3.0,0.0,0.0,228.0,2.0,4.966,0
8.0,0.0,0.0,281.0,1.0,1.327,0
3.0,1.0,0.0,14.0,1.0,4.864,0
4.0,1.0,0.0,421.0,6.0,4.959,0
3.0,1.0,0.0,107.0,2.0,4.858,0
0.0,0.0,0.0,20.0,24.0,4.964,0
3.0,0.0,1.0,151.0,3.0,0.884,0
2.0,0.0,0.0,319.0,1.0,0.879,1
10.0,0.0,2.0,366.0,2.0,0.642,0
4.0,1.0,0.0,94.0,1.0,4.964,0
1.0,0.0,0.0,226.0,10.0,4.857,0
4.0,0.0,1.0,322.0,2.0,1.405,0
2.0,0.0,0.0,235.0,2.0,4.965,0
2.0,0.0,0.0,1002.0,4.0,0.733,1
5.0,0.0,0.0,120.0,1.0,0.742,0
2.0,0.0,0.0,65.0,2.0,4.959,0
11.0,0.0,2.0,429.0,2.0,0.896,1
5.0,0.0,0.0,89.0,12.0,1.392,0
10.0,1.0,1.0,50.0,1.0,4.191,0
6.0,0.0,1.0,162.0,1.0,0.884,0
1.0,1.0,0.0,458.0,2.0,4.963,0
2.0,0.0,0.0,53.0,3.0,4.858,0
2.0,0.0,0.0,81.0,4.0,4.96,0
1.0,0.0,0.0,316.0,4.0,1.048,1
1.0,0.0,0.0,70.0,5.0,1.281,0
4.0,1.0,0.0,177.0,1.0,4.962,0
1.0,0.0,0.0,486.0,2.0,4.86,0
4.0,0.0,0.0,239.0,11.0,4.963,0
1.0,1.0,0.0,561.0,1.0,4.86,0
2.0,0.0,0.0,67.0,13.0,4.962,0
8.0,0.0,0.0,949.0,3.0,1.354,1
2.0,0.0,0.0,13.0,11.0,1.25,0
3.0,1.0,0.0,135.0,1.0,4.962,0
3.0,1.0,0.0,92.0,1.0,4.957,0
1.0,0.0,0.0,143.0,1.0,4.955,0
